"doc_id","text","date","agenda","speechnumber","speaker","party","party.facts.id","chair","terms","parliament","iso3country","unique_id","pred_topic","pred_topic_name"
370561.25,"Dort hat ein Landwirt , ein Bauer , versucht , einen neuen Hühnerstall - das ist nun etwas ganz Profanes - für 19 000 Hühner zu bauen , die Eier legen sollten .",1997-02-20,NA,27,"Hermann Otto Solms","FDP",573,FALSE,878,"DE-Bundestag","DEU",1206443,0,"Agriculture - Protectionism"
211694.27,"Ich weiß , dass ein Großteil dieses Wachstums auf die hohen Rohstoffpreise zurückzuführen ist .",2007-03-02,NA,33,"Frank-Walter Steinmeier","SPD",383,FALSE,1508,"DE-Bundestag","DEU",3212942,0,"Agriculture - Protectionism"
58565.65,"Man muss daran erinnern: Wer in Zypern besondere Chancen durch günstige steuerliche Regelungen, geringere Transparenzvorschriften und andere günstige Rahmenbedingungen und im Übrigen auch höhere Zinsen gesucht hat, der ist damit besondere Risiken eingegangen.",2013-04-18,"Zusatzpunkte 2 a und 2 b:  a) Abgabe einer Regierungserklärung durch den  Bundesminister der Finanzen  Sicherung der Stabilität der Euro-Zone – Finanzhilfe für Zypern  b) Beratung des Antrags des Bundesministeriums  der Finanzen  Einholung eines zustimmenden Beschlusses des Deutschen Bundestages nach § 4 Absatz 1 Nummer 1 und 2 des ESM-Finanzierungsgesetzes, nach § 3 Absatz 1 des Stabilisierungsmechanismusgesetzes im Rahmen der Haftungsanpassungen nach Artikel 8 Absatz 2 des EFSF-Rahmenvertrages sowie nach § 3 Absatz 1 i. V. m. Absatz 2 Nummer 2 des Stabilisierungsmechanismusgesetzes  – Drucksache 17/13060 – Der Antrag des Bundesfinanzministeriums betrifft die Gewährung einer Stabilitätshilfe an die Republik Zypern in Form einer Finanzhilfefazilität des ESM, die Annahme einer Vereinbarung über eine Finanzhilfefazilität zwischen der Republik Zypern und dem ESM und die Zustimmung zu einem Memorandum of Understanding, Haftungsanpassungen für die Republik Zypern, die Verlängerung der maximalen durchschnittlichen Laufzeit des EFSF-Darlehens an Irland um sieben Jahre sowie eine entsprechende Verlängerung der Laufzeit des Darlehens an Portugal, ebenfalls um sieben Jahre.",2,"Wolfgang Schäuble","CDU/CSU",211,FALSE,2889,"DE-Bundestag","DEU",4767296,0,"Agriculture - Protectionism"
2519210.7,"Wir können einer generellen Verabschiedung vom Bedarfsdeckungsprinzip nicht zustimmen .",1996-05-23,NA,171,"Klaus-Jürgen Warnick","PDS/LINKE",86,FALSE,678,"DE-Bundestag","DEU",1058352,0,"Agriculture - Protectionism"
93895.7,"Wir können hier relativ wenig machen, es sei denn, wir entschließen uns, tatsächlich verbindliche Standards für Palmölprodukte einzuführen.",2015-12-02,"Tagesordnungspunkt 2: Fragestunde  Drucksache 18/6845",89,"Uwe Kekeritz","GRUENE",1816,FALSE,150,"DE-Bundestag","DEU",5378351,0,"Agriculture - Protectionism"
484133.34,"Wenn wir zu schnell voranschreiten, werden massiv Eier aus den Ländern importiert werden, in denen die Tiere nicht so gehalten werden wie bei uns.",2012-09-28,"Tagesordnungspunkte 13 a bis 13 c:  a) Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Dritten Gesetzes zur Änderung des Tierschutzgesetzes – Drucksache 17/10572 – Überweisungsvorschlag:  Ausschuss für Ernährung, Landwirtschaft und Verbraucherschutz (f) Rechtsausschuss Ausschuss für Umwelt, Naturschutz und Reaktorsicherheit  b) Unterrichtung durch die Bundesregierung Bericht über den Stand der Entwicklung des Tierschutzes 2011 (Tierschutzbericht 2011)  – Drucksache 17/6826 – Überweisungsvorschlag: Ausschuss für Ernährung, Landwirtschaft und Verbraucherschutz (f) Ausschuss für Umwelt, Naturschutz und Reaktorsicherheit   c) Beratung des Antrags der Abgeordneten Alexander Süßmair, Dr. Kirsten Tackmann, Dr. Dietmar Bartsch, weiterer Abgeordneter und der Fraktion DIE LINKE   Landwirtschaftliche Nutztierhaltung tierschutzgerecht, sozial und ökologisch gestalten  – Drucksache 17/10694 –  Überweisungsvorschlag: Ausschuss für Ernährung, Landwirtschaft und Verbraucherschutz (f)  Ausschuss für Umwelt, Naturschutz und Reaktorsicherheit",135,"Hans-Michael Goldmann","FDP",573,FALSE,889,"DE-Bundestag","DEU",4586455,0,"Agriculture - Protectionism"
46645.88,"Damit bleibt auch , was hier vom Wirtschaftsminister eingefordert worden ist , der Kostendruck auf dem Bergbau erhalten .",1994-03-03,NA,312,"Volker Jung","SPD",383,FALSE,2463,"DE-Bundestag","DEU",629163,0,"Agriculture - Protectionism"
1949212.2,"Das ist aber kein typisches Beispiel für die deutsche Landwirtschaft heute, und im Übrigen ist das meines Erachtens auch kein Beispiel dafür, wie es in Zukunft überall aussehen sollte.",2011-01-19,"Zusatzpunkt 1:  Abgabe einer Regierungserklärung durch die Bundesministerin für Ernährung, Landwirtschaft  und Verbraucherschutz  Verbraucher konsequent schützen – Höchstmaß an Sicherheit für Lebensmittel gewährleisten",37,"Margit Conrad",NA,NA,FALSE,239,"DE-Bundestag","DEU",4099601,0,"Agriculture - Protectionism"
62692.17,"Diese Reform hat verheerende Auswirkungen auf die deutsche Landwirtschaft .",1999-03-26,NA,76,"Gerd Müller","CDU/CSU",211,FALSE,500,"DE-Bundestag","DEU",1588473,0,"Agriculture - Protectionism"
18948.45,"Holz ist nicht nur unser wichtigster erneuerbarer Rohstoff , sondern wird von unserer Forstwirtschaft zudem nachhaltig und umweltschonend produziert .",1992-06-05,NA,105,"Ulrich Heinrich","FDP",573,FALSE,1251,"DE-Bundestag","DEU",255643,0,"Agriculture - Protectionism"
117261.3,"Bundesfinanzminister Waigel hat vorgestern an dieser Stelle eine sehr zutreffende Wertung vorgenommen , . indem er feststellte , die Landwirtschaft befinde sich in einer schwierigen Situation .",1995-09-07,NA,346,"Günther Maleuda","PDS/LINKE",86,FALSE,629,"DE-Bundestag","DEU",894260,0,"Agriculture - Protectionism"
2671011.31,"Wäre Ihre Milchmädchenökonomie richtig , müsste es dort ein Superabzocken durch die Scheichs geben . .",2000-09-29,NA,36,"Rainer Brüderle","FDP",573,FALSE,1186,"DE-Bundestag","DEU",1908294,0,"Agriculture - Protectionism"
56384.8,"Wir werden der SPD die Gelegenheit geben , ihre Blütenträume vorzutragen .",1998-09-02,NA,16,"Hildebrecht Braun","FDP",573,FALSE,393,"DE-Bundestag","DEU",1487935,0,"Agriculture - Protectionism"
418531.17,"Mit der im Vorschlag der Koalition vorgesehenen vergleichsweise starken Spreizung der Spitzensteuersätze besteht die Gefahr , daß die agrar- und umweltpolitisch gewollte flächengebundene Tierhaltung in landwirtschaftlichen Unternehmen noch stärker als bisher in gewerbliche Großunternehmen , in flächenunabhängige Tierhaltung abwandert .",1997-06-06,NA,56,"Horst Sielaff","SPD",383,FALSE,840,"DE-Bundestag","DEU",1273060,0,"Agriculture - Protectionism"
93061.36,"Wir würden deshalb in Erweiterung der heute gemachten Aussagen ein Verbot gentechnisch hergestellter und manipulierter Lebensmittel begrüßen .",1995-06-01,NA,378,"Wolfgang Bierstedt","PDS/LINKE",86,FALSE,858,"DE-Bundestag","DEU",855871,0,"Agriculture - Protectionism"
206633.31,"Das hat nichts mit fairem Welthandel zu tun .",2006-10-19,NA,38,"Johannes Röring","CDU/CSU",211,FALSE,740,"DE-Bundestag","DEU",3122109,0,"Agriculture - Protectionism"
1832612.17,"Es handelte sich um eine steuerliche Subvention von Investitionen im Ausland, die von deutscher Seite toleriert wird.",2010-12-02,"Tagesordnungspunkt 24: Zweite Beratung und Schlussabstimmung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zu dem Änderungsprotokoll vom 25. Mai 2010 zum Abkommen vom 17. Oktober 1962 zwischen der Bundesrepublik Deutschland und Irland zur Vermeidung der Doppelbesteuerung und zur Verhinderung der Steuerverkürzung bei den Steuern vom Einkommen und vom Vermögen sowie der Gewerbesteuer  – Drucksache 17/3358 – Beschlussempfehlung und Bericht des Finanzausschusses (7. Ausschuss)  – Drucksache 17/4061 – Berichterstattung: Abgeordnete Manfred Kolbe Lothar Binding (Heidelberg) Dr. Birgit Reinemund",363,"Lothar Binding","SPD",383,FALSE,1434,"DE-Bundestag","DEU",4079381,0,"Agriculture - Protectionism"
180033.22,"Ich habe hier Zitate der letzten Woche und Monate zum Koch/Steinbrück-Papier .",2004-03-31,NA,228,"Uwe Beckmeyer","SPD",383,FALSE,795,"DE-Bundestag","DEU",2657054,0,"Agriculture - Protectionism"
110510.22,"Die Lagerbestände fast aller Interventionsprodukte konnten in vergleichsweise kurzer Zeit erheblich reduziert werden .",1994-12-16,NA,142,"Bartholomäus Kalb","CDU/CSU",211,FALSE,1445,"DE-Bundestag","DEU",761398,0,"Agriculture - Protectionism"
519702.67,"Das gilt zum Beispiel für die Vorschläge zur Entkoppelung der Prämienzahlung von der Produktion , die Direktzahlungen an Landwirte überhaupt WTO-kompatibel macht , . sonst würden sie nämlich in drei , vier Jahren der gesamten Streichung anheim fallen , weil sie dann nicht mehr in die so genannte Greenbox passen würden .",2002-09-12,NA,83,"Renate Künast","GRUENE",1816,FALSE,2455,"DE-Bundestag","DEU",2343364,0,"Agriculture - Protectionism"
139703.28,"Ich glaube, dass wir es im Dispobereich mit einem Marktversagen zu tun haben.",2010-09-30,"Tagesordnungspunkte 6 a und 6 b:  a) Beratung des Antrags der Abgeordneten Caren Lay, Harald Koch, Dr. Axel Troost, weiterer Abgeordneter und der Fraktion DIE LINKE Zinssätze für Dispositions- und Überziehungskredite verbrauchergerecht deckeln  – Drucksache 17/2913 –  Überweisungsvorschlag: Rechtsausschuss (f) Ausschuss für Ernährung, Landwirtschaft und Verbraucherschutz (f) Finanzausschuss Federführung strittig b) Beratung des Antrags der Abgeordneten Nicole Maisch, Dr. Gerhard Schick, Ingrid Hönlinger, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN Verbraucherinnen und Verbraucher vor überhöhten Überziehungszinsen schützen – Drucksache 17/3059 – Überweisungsvorschlag: Rechtsausschuss (f) Ausschuss für Ernährung, Landwirtschaft und Verbraucherschutz (f) Finanzausschuss Ausschuss für",259,"Nicole Maisch","GRUENE",1816,FALSE,727,"DE-Bundestag","DEU",4004939,0,"Agriculture - Protectionism"
664221.2,"Zu meiner Nachfrage.",2014-02-12,"Tagesordnungspunkt 2:  Fragestunde  Drucksache 18/458  Die Frage 63 des Abgeordneten Harald Petzold (Havelland) wird vom Bundesministerium der Justiz und für  Verbraucherschutz beantwortet und nach Frage 46 aufgerufen.",194,"Dieter Janecek","GRUENE",1816,FALSE,59,"DE-Bundestag","DEU",4913767,0,"Agriculture - Protectionism"
228926.59,"Nur für diese Arten soll es Einschränkungen für Land- , Forst- und Fischereiwirtschaft geben .",2008-06-05,NA,362,"Lutz Heilmann","PDS/LINKE",1545,FALSE,1107,"DE-Bundestag","DEU",3499873,0,"Agriculture - Protectionism"
11950.9,"Was ist eigentlich mit dem GATT-konformen Abbau von deutschen Leistungen an den Agrarfonds als Voraussetzung dafür , daß wir a) beim GATT wirklich weiterkommen und b) eine Chance hätten , über eine teilweise Renationalisierung der Agrarpolitik möglichst die Probleme lösen helfen , die unsere Bauern haben ?",1991-12-05,NA,268,"Ortwin Lowack","CDU/CSU",211,FALSE,347,"DE-Bundestag","DEU",168937,0,"Agriculture - Protectionism"
463510.35,"Auch in der EU ist die Handschrift des bundesdeutschen Ministers nicht auszumachen , obwohl Korrekturen an der EU-Agrarreform dringend notwendig sind .",1995-03-09,NA,4,"Horst Sielaff","SPD",383,FALSE,1593,"DE-Bundestag","DEU",797419,0,"Agriculture - Protectionism"
369813.36,"Es ist schon klar , dass der Umbau der Agrarpolitik , der nun seit vielen Monaten angekündigt wird _ obwohl sich recht wenig tut _ , viel Arbeit macht .",2001-05-17,NA,194,"Gudrun Kopp","FDP",573,FALSE,906,"DE-Bundestag","DEU",2069952,0,"Agriculture - Protectionism"
332182.24,"sowie die Änderungen bei der Gewährung von Prämien mit dem Ziel , weniger Fleisch auf den Markt zu bringen , sind sinnvolle Ziele .",2001-02-15,NA,111,"Ulrike Höfken","GRUENE",1816,FALSE,1200,"DE-Bundestag","DEU",2012822,0,"Agriculture - Protectionism"
125159.48,"Sie wollen den Ökolandbau fördern – mit einer Aufstockung der Mittel um 10 Millionen Euro.",2018-05-15,"Tagesordnungspunkte 1 a und 1 b:  a) Erste Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes über die Feststellung des Bundeshaushaltsplans für das Haushaltsjahr 2018 (Haushaltsgesetz 2018)  Drucksache 19/1700 Überweisungsvorschlag:  Haushaltsausschuss b) Beratung der Unterrichtung durch die Bundesregierung  Finanzplan des Bundes 2017 bis 2021  Drucksache 18/13001  Überweisungsvorschlag: Haushaltsausschuss",125,"Friedrich Ostendorff","GRUENE",1816,FALSE,718,"DE-Bundestag","DEU",5852552,0,"Agriculture - Protectionism"
176761.34,"Durch die Stärkung des ländlichen Raumes und auch durch die Mittelumschichtungen im Rahmen der Modulation werden auch Agrarumweltmaßnahmen gefördert .",2004-01-15,NA,182,"Waltraud Wolff","SPD",383,FALSE,697,"DE-Bundestag","DEU",2608038,0,"Agriculture - Protectionism"
2731111.65,"Aber sie haben letztendlich akzeptiert , dass auch die Landwirtschaft einen Konsolidierungsbeitrag leisten muss und dass es keine Gruppe in der Gesellschaft geben kann , die sich diesen Konsolidierungszwängen völlig entziehen kann .",2000-10-13,NA,27,"Wolfgang Thierse","SPD",383,TRUE,2010,"DE-Bundestag","DEU",1917275,0,"Agriculture - Protectionism"
1930410.29,"Nach Schätzung der FAO sind über 40 Millionen Menschen durch ihre Arbeit direkt von der Fischerei und der fischverarbeitenden Industrie abhängig .",1996-02-01,NA,240,"Günther Bredehorn","FDP",573,FALSE,702,"DE-Bundestag","DEU",991745,0,"Agriculture - Protectionism"
25174.4,"Die erfolgte Verständigung auf die Eckwerte einer Reform der gemeinsamen EG-Agrarpolitik war eine wesentliche Voraussetzung , um im Streit mit den USA , aber auch mit den anderen Exporteuren von Agrarprodukten einen Kompromiß erzielen und die Gefahr eines Handelskrieges bannen zu können . .",1992-11-26,NA,177,"Sigrid Hoth","FDP",573,FALSE,387,"DE-Bundestag","DEU",350542,0,"Agriculture - Protectionism"
239966.63,"Abschließend gehe ich auf die letzte Forderung der FDP zur Unterstützung der Imkerei ein : Die finanzielle Förderung der Imker erfolgt in Deutschland in erster Linie durch EU-Programme im Rahmen der Gemeinsamen Agrarpolitik .",2009-05-07,NA,257,"Peter Jahr","CDU/CSU",211,FALSE,1373,"DE-Bundestag","DEU",3712456,0,"Agriculture - Protectionism"
4189.14,"Wissenschaftliche Untersuchungen haben gezeigt , daß die Nachfrage der Hausfrau , vor allem ihre Bereitschaft , etwas mehr Geld für diese Produkte auszugeben , mit dem Vertrauensverhältnis zusammenhängt , das sie zu dem Bauern hat .",1991-06-12,NA,360,"Martin Mayer","CDU/CSU",211,FALSE,1164,"DE-Bundestag","DEU",57961,0,"Agriculture - Protectionism"
181990.22,"Die Agrarministerin meines Bundeslandes Sachsen-Anhalt , Frau Wernicke , hat geradezu davor gewarnt , angesichts knapper werdender EU-Mittel im Agrarhaushalt die Verschiebung des so genannten Gleitfluges vorzunehmen .",2004-05-27,NA,169,"Waltraud Wolff","SPD",383,FALSE,860,"DE-Bundestag","DEU",2690795,0,"Agriculture - Protectionism"
319573.17,"Denn sie erwartet gar nicht, dass wir an den Entwicklungsländern auch noch verdienen; mehrere Umfragen haben dies klar bestätigt.",2011-09-30,"Tagesordnungspunkt 28 kommen: Vereinbarte Debatte  50 Jahre deutsche Entwicklungszusammenarbeit – 50 Jahre verlässliche Entwicklungspartnerschaften",34,"Thilo Hoppe","GRUENE",1816,FALSE,501,"DE-Bundestag","DEU",4303601,0,"Agriculture - Protectionism"
335162.31,"Die Sozialversicherungen hatten und haben immer auch agrarpolitische Zielsetzungen zu berücksichtigen .",2001-02-16,NA,66,"Marita Sehn","FDP",573,FALSE,557,"DE-Bundestag","DEU",2017757,0,"Agriculture - Protectionism"
536971.1,"Hierbei geht es zunächst um die Stärkung der finanziellen Basis durch Einbeziehung der stammholzbearbeitenden Industrie und die Verbesserung der Organisationsstruktur ; denn der Rohstoff Holz steht im Wettbewerb mit Stahl und Beton .",1998-04-30,NA,117,"Reinhard Freiherr von Schorlemer","CDU/CSU",211,FALSE,725,"DE-Bundestag","DEU",1442845,0,"Agriculture - Protectionism"
80561.3,"Das heißt , derartige Verträge werden in der Tat nur genehmigt , wenn diese Fachkräfte in Deutschland ansonsten nicht zu bekommen sind .",1995-05-17,NA,101,"Rudolf Kraus","CDU/CSU",211,FALSE,137,"DE-Bundestag","DEU",841053,0,"Agriculture - Protectionism"
596.4,"Ähnliches werden wir in der nächsten Woche auch im Landwirtschaftsanpassungsgesetz machen .",1991-03-15,NA,2,"Herbert Helmrich","CDU/CSU",211,FALSE,2871,"DE-Bundestag","DEU",13102,0,"Agriculture - Protectionism"
187283.7,"Außerdem besteht die Gefahr , dass es aufgrund einer globalen Minderausgabe noch eine weitere Absenkung gibt .",2004-11-24,NA,104,"Christian Schmidt","CDU/CSU",211,FALSE,1463,"DE-Bundestag","DEU",2788621,0,"Agriculture - Protectionism"
36360.7,"Die Kostenkonkurrenz mit den Billigproduzenten , die jetzt in unserer unmittelbaren Nachbarschaft operieren _ wir haben ja , bildlich gesprochen , Korea vor der Haustür _ , können wir nicht gewinnen .",1993-09-08,NA,37,"Wolfgang Schäuble","CDU/CSU",211,FALSE,3825,"DE-Bundestag","DEU",496457,0,"Agriculture - Protectionism"
418591.75,"Im Milchbereich müssen Entlastungsschritte erfolgen , um die Erlöse der Milchviehbetriebe zu stabilisieren .",1997-06-06,NA,62,"Egon Susset","CDU/CSU",211,FALSE,1611,"DE-Bundestag","DEU",1273185,0,"Agriculture - Protectionism"
680821.28,"Wir wissen, wie etwa die USA oder China beim Thema Industrie 4.0 Gas geben.",2014-03-13,"Tagesordnungspunkte 5 a und 5 b:  a) Beratung des Antrags der Abgeordneten Dr. Joachim Pfeiffer, Hansjörg Durz, Axel Knoerig, weiterer Abgeordneter und der Fraktion der CDU/CSU sowie der Abgeordneten Wolfgang Tiefensee, Lars Klingbeil, Matthias Ilgen, weiterer Abgeordneter und der Fraktion der SPD  Technologie-, Innovations- und Gründungsstandort Deutschland stärken – Potenziale der Digitalen",100,"Nadine Schön","CDU/CSU",211,FALSE,1072,"DE-Bundestag","DEU",4937036,0,"Agriculture - Protectionism"
506273.38,"Reine Rohstoffpartnerschaften, freie Handelswege, wirtschaftliche Zusammenarbeit, all das darf nicht den Kerngedanken und die Grundlage allen europäischen Handelns infrage stellen.",2012-11-08,"Tagesordnungspunkt 12:  Beratung der Beschlussempfehlung und des Berichts des Ausschusses für Menschenrechte und Humanitäre Hilfe (17. Ausschuss) zu dem Antrag der Fraktionen SPD und BÜNDNIS 90/DIE GRÜNEN  Die Menschenrechte in Zentralasien stärken – Drucksachen 17/9924, 17/11287 –  Berichterstattung: Abgeordnete Jürgen Klimke Ullrich Meßmer Marina Schuster Katrin Werner Volker Beck (Köln)",241,"Ullrich Meßmer","SPD",383,FALSE,835,"DE-Bundestag","DEU",4624148,0,"Agriculture - Protectionism"
187040.19,"Noch etwas zur globalen Minderausgabe .",2004-11-23,NA,109,"Katherina Reiche","CDU/CSU",211,FALSE,1191,"DE-Bundestag","DEU",2782744,0,"Agriculture - Protectionism"
175561.49,"An die heimische Landwirtschaft wird dabei nicht gedacht .",2003-11-27,NA,215,"Peter Paziorek","CDU/CSU",211,FALSE,1182,"DE-Bundestag","DEU",2588959,0,"Agriculture - Protectionism"
39718.2,"Es gab doch ständig Lieferungsverzögerungen .",1993-10-27,NA,198,"Horst Waffenschmidt","CDU/CSU",211,FALSE,135,"DE-Bundestag","DEU",538110,0,"Agriculture - Protectionism"
87448.29,"Bei internationalen Rüstungsmessen werben ausländische Hersteller bei der Präsentation ihrer Produkte inzwischen mit „German free“, was bedeuten soll, dass auf deutsche Bauteile und deutsches Know-how verzichtet wurde.",2015-06-11,"Tagesordnungspunkt 9: Beratung des Antrags der Abgeordneten Katja Keul, Agnieszka Brugger, Katharina Dröge, weiterer Abgeordneter und der Fraktion BÜNDNIS 90/DIE GRÜNEN  Eckpunkte für ein Rüstungsexportkontrollgesetz Drucksache 18/4940 Überweisungsvorschlag: Ausschuss für",254,"Helmut Nowak","CDU/CSU",211,FALSE,860,"DE-Bundestag","DEU",5261729,0,"Agriculture - Protectionism"
78630.21,"Das kann doch keinem Landwirt gefallen.",2014-11-27,"Tagesordnungspunkt I.16:  Einzelplan 10  Bundesministerium  Landwirtschaft  Drucksachen 18/2810, 18/2823 Berichterstattung haben die Abgeordneten Cajus Caesar, Ulrich Freese, Roland Claus und Sven-Christian Kindler. Zum Einzelplan 10 liegen ein Änderungsantrag der Fraktion Die Linke sowie ein Änderungsantrag der Fraktion Bündnis 90/Die Grünen vor.",232,"Johann Saathoff","SPD",383,FALSE,786,"DE-Bundestag","DEU",5129055,0,"Agriculture - Protectionism"
16732.48,"_ Ich möchte Sie darauf aufmerksam machen , daß diese Exporte nicht mehr stattfinden .",1992-03-19,NA,378,"Jutta Müller","SPD",383,FALSE,862,"DE-Bundestag","DEU",224455,0,"Agriculture - Protectionism"
102856.67,"Kleinstaaterei wird hier doch überhaupt keine Lösung sein können.",2016-06-28,"einen besonderen Tagesordnungspunkt: Abgabe einer Regierungserklärung durch die Bundeskanzlerin  Ausgang des Referendums über den Verbleib des Vereinigten Königreichs in der EU mit Blick auf den Europäischen Rat am 28./29. Juni 2016 in Brüssel",6,"Dietmar Bartsch","PDS/LINKE",1545,FALSE,1078,"DE-Bundestag","DEU",5512769,0,"Agriculture - Protectionism"
111287.26,"Ein letzter Punkt, der angesprochen worden ist, ist die Streichung der Umsatzschwelle.",2017-03-09,"Tagesordnungspunkt 9:  Zweite und dritte Beratung des von der Bundesregierung eingebrachten Entwurfs eines Gesetzes zur Stärkung der Arzneimittelversorgung in der GKV (GKV-Arzneimittelversorgungsstärkungsgesetz – AMVSG)  Drucksachen 18/10208, 18/10608, 18/10696 Nr. 1.5  Beschlussempfehlung und Bericht des Ausschusses für Gesundheit (14. Ausschuss)  Drucksache 18/11449",161,"Thomas Stritzl","CDU/CSU",211,FALSE,606,"DE-Bundestag","DEU",5652992,0,"Agriculture - Protectionism"
204736.76,"Ich wünschte mir , dass es uns gelingt , die Agrarsozialpolitik im Sinne der Betroffenen , aber auch im Sinne der Entwicklung des Bundeshaushaltes so zu gestalten , dass sie zukunftsträchtig ist .",2006-09-05,NA,40,"Ernst Bahr","SPD",383,FALSE,1302,"DE-Bundestag","DEU",3085049,0,"Agriculture - Protectionism"
507602.1,"_ Gegenprobe !",2002-06-14,NA,96,"Petra Bläss","PDS/LINKE",86,TRUE,2263,"DE-Bundestag","DEU",2314369,0,"Agriculture - Protectionism"
50166.2,"Gerade hierdurch erfährt die Alterssicherung der Landwirte _ übrigens auch nach Einschätzung des Bauernverbandes _ Stabilität bis weit in das nächste Jahrhundert hinein .",1994-05-19,NA,69,"Horst Günther","CDU/CSU",211,FALSE,1380,"DE-Bundestag","DEU",674363,0,"Agriculture - Protectionism"
431062.5,"Wo ist denn die gesellschaftliche Honorierung der vielen externen Leistungen der Bauern , wie für Klima , Boden , Landschaftspflege und Kulturtradition ?",2001-11-29,NA,174,"Kersten Naumann","PDS/LINKE",86,FALSE,1261,"DE-Bundestag","DEU",2184674,0,"Agriculture - Protectionism"
325122.11,"Sie aber wollen die Flächentarifverträge abschaffen .",2001-02-08,NA,210,"Heinz Schemken","CDU/CSU",211,FALSE,964,"DE-Bundestag","DEU",2003462,0,"Agriculture - Protectionism"
387111.23,"Im Europäischen Parlament wird auch von konservativen Abgeordneten , auch vom CDU-Kollegen aus meinem Wahlkreis , die Forderung unterstützt , die Exporterstattungen zu streichen , um den Handel weniger attraktiv zu machen .",1997-03-14,NA,54,"Matthias Weisheit","SPD",383,FALSE,1147,"DE-Bundestag","DEU",1229722,0,"Agriculture - Protectionism"
11217.3,"Nun gibt es einige, die unser erfolgreiches Exportmodell infrage stellen.",2010-07-01,"Zusatzpunkt 1:  Abgabe einer Regierungserklärung durch den  Bundesminister für",2,"Rainer Brüderle","FDP",573,FALSE,2077,"DE-Bundestag","DEU",3960350,0,"Agriculture - Protectionism"
